Câu Hỏi,Trả lời
"Quy định nào điều chỉnh nguyên tắc xác định tỷ giá mua và bán giao ngay (spot) của đồng Việt Nam so với ngoại tệ, cụ thể là giới hạn áp dụng cho đô la Mỹ và ai được quyền xác định tỷ giá với các đồng ngoại tệ khác?","Tại Điều 1 Quyết định 1747/QĐ-NHNN năm 2022 có quy định nguyên tắc ấn định tỷ giá mua, tỷ giá bán giao ngay (spot) của đồng Việt Nam với các ngoại tệ do Ngân hàng, tổ chức tín dụng phi ngân hàng, chi nhánh ngân hàng nước ngoài được hoạt động kinh doanh, cung ứng dịch vụ ngoại hối thực hiện như sau:- Đối với Đô la Mỹ: Không được vượt quá biên độ ± 5% (năm phần trăm) so với tỷ giá trung tâm do Ngân hàng Nhà nước Việt Nam công bố áp dụng cho ngày giao dịch đó.- Đối với các ngoại tệ khác: Do tổ chức tín dụng được phép xác định.- Chênh lệch giữa tỷ giá mua và tỷ giá bán do tổ chức tín dụng được phép xác định."
"Theo Thông tư 15/2024/TT‑NHNN, dịch vụ thanh toán ủy nhiệm chi được hiểu như thế nào và những quy định cụ thể nào áp dụng cho việc cung ứng dịch vụ này (quy trình nội bộ, kiểm soát, xử lý chứng từ, thời hạn hạch toán, báo nợ/báo có, xử lý khi thụ hưởng nhận tiền mặt, thời hạn trả lại tiền...)?","Dịch vụ thanh toán ủy nhiệm chi là gì?Căn cứ tại khoản 3 Điều 3 Thông tư 15/2024/TT-NHNN quy định về giải thích dịch vụ thanh toán ủy nhiệm chi như sau:Điều 3. Giải thích từ ngữTrong Thông tư này, các từ ngữ dưới đây được hiểu như sau:[...]3. Dịch vụ thanh toán lệnh chi, ủy nhiệm chi (sau đây gọi chung là dịch vụ thanh toán ủy nhiệm chi) là việc ngân hàng thực hiện yêu cầu của bên trả tiền trích một số tiền nhất định trên tài khoản thanh toán của bên trả tiền để trả hoặc chuyển tiền cho bên thụ hưởng. Bên thụ hưởng có thể đồng thời là bên trả tiền.[...]Như vậy, dịch vụ thanh toán ủy nhiệm chi (còn được hiểu dịch vụ thanh toán lệnh chi, ủy nhiệm chi) là việc ngân hàng thực hiện yêu cầu của bên trả tiền trích một số tiền nhất định trên tài khoản thanh toán của bên trả tiền để trả hoặc chuyển tiền cho bên thụ hưởng. Lưu ý: Bên thụ hưởng có thể đồng thời là bên trả tiền.

Quy định về dịch vụ thanh toán ủy nhiệm chi theo Thông tư 15?Căn cứ theo Điều 8 Thông tư 15/2024/TT-NHNN quy định về dịch vụ thanh toán ủy nhiệm chi cụ thể như sau:Ngân hàng thực hiện cung ứng dịch vụ thanh toán ủy nhiệm chi đảm bảo xử lý nhanh chóng, chặt chẽ, chính xác, an toàn, bảo mật đúng pháp luật; ban hành quy trình nội bộ, trong đó phải có các nội dung sau:(1) Lập, gửi chứng từ ủy nhiệm chiBên trả tiền lập ủy nhiệm chi gửi đến ngân hàng phục vụ mình (nơi mở tài khoản thanh toán) để trích tài khoản trả hoặc chuyển cho bên thụ hưởng. Ngân hàng hướng dẫn khách hàng lập, phương thức gửi ủy nhiệm chi tại đơn vị mình, đảm bảo phù hợp với quy định tại Thông tư 15/2024/TT-NHNN và các quy định hiện hành của Ngân hàng Nhà nước.(2) Kiểm soát ủy nhiệm chi- Khi nhận được ủy nhiệm chi, ngân hàng phải kiểm soát chặt chẽ đảm bảo tính hợp pháp, hợp lệ của chứng từ.- Ngân hàng phải kiểm tra khả năng thanh toán. Nếu ủy nhiệm chi không hợp pháp, hợp lệ hoặc không được đảm bảo khả năng thanh toán thì ngân hàng báo cho bên trả tiền để chỉnh sửa, bổ sung hoặc trả lại cho bên trả tiền.(3) Xử lý chứng từ và hạch toán- Tại ngân hàng phục vụ bên trả tiền:Sau khi kiểm soát, nếu ủy nhiệm chi hợp pháp, hợp lệ và được đảm bảo khả năng thanh toán thì xử lý:+ Nếu bên thụ hưởng và bên trả tiền có tài khoản thanh toán cùng ngân hàng thì chậm nhất trong 01 ngày làm việc kể từ thời điểm nhận ủy nhiệm chi của khách hàng (trừ trường hợp có thỏa thuận khác), ngân hàng hạch toán vào tài khoản thanh toán của bên trả tiền, bên thụ hưởng và báo Nợ cho bên trả tiền, báo Có cho bên thụ hưởng.+ Nếu bên thụ hưởng không có tài khoản thanh toán tại ngân hàng phục vụ bên trả tiền, chậm nhất trong 01 ngày làm việc kể từ thời điểm nhận ủy nhiệm chi của khách hàng (trừ trường hợp có thỏa thuận khác), ngân hàng hạch toán vào tài khoản thanh toán của bên trả tiền, báo Nợ cho bên trả tiền và lập lệnh chuyển tiền gửi cho ngân hàng phục vụ bên thụ hưởng theo hệ thống thanh toán thích hợp.- Tại ngân hàng phục vụ bên thụ hưởng:Sau khi nhận được lệnh chuyển tiền do ngân hàng phục vụ bên trả tiền chuyển đến, ngân hàng phục vụ bên thụ hưởng tiến hành kiểm soát chứng từ và xử lý:+ Nếu lệnh chuyển tiền hợp pháp, hợp lệ, chậm nhất trong 01 ngày làm việc kể từ thời điểm nhận được lệnh chuyển tiền, ngân hàng phục vụ bên thụ hưởng phải hạch toán vào tài khoản thanh toán của bên thụ hưởng và báo Có cho bên thụ hưởng.+ Nếu lệnh chuyển tiền có sai sót, chậm nhất trong 01 ngày làm việc kể từ thời điểm nhận được lệnh chuyển tiền, ngân hàng phục vụ bên thụ hưởng gửi yêu cầu tra soát hoặc hoàn trả lệnh chuyển tiền cho ngân hàng phục vụ bên trả tiền. Khi nhận được trả lời tra soát, trong thời gian tối đa 01 ngày làm việc, ngân hàng phục vụ bên thụ hưởng thực hiện lệnh chuyển tiền hoặc hoàn trả lệnh chuyển tiền cho ngân hàng phục vụ bên trả tiền.+ Nếu tài khoản bên thụ hưởng đã đóng, chậm nhất trong 01 ngày làm việc kể từ thời điểm nhận được lệnh chuyển tiền, ngân hàng phục vụ bên thụ hưởng hoàn trả lệnh chuyển tiền cho ngân hàng phục vụ bên trả tiền (hoặc theo thỏa thuận với bên trả tiền).+ Trường hợp bên thụ hưởng không có tài khoản thanh toán tại ngân hàng:++ Khi nhận được lệnh chuyển tiền, chậm nhất trong 01 ngày làm việc, ngân hàng kiểm soát chứng từ, hạch toán vào tài khoản thích hợp và thông báo cho bên thụ hưởng theo thông tin liên hệ được bên trả tiền cung cấp. Trường hợp bên thụ hưởng nhận tiền mặt xử lý như sau:Nếu bên thụ hưởng là cá nhân, khi đến nhận tiền bên thụ hưởng phải xuất trình giấy tờ tùy thân. Trong trường hợp người nhận là người được ủy quyền thì xuất trình thêm văn bản ủy quyền phù hợp với quy định của pháp luật. Nếu bên thụ hưởng là tổ chức thì người đại diện của tổ chức đến nhận tiền ngoài việc xuất trình giấy tờ tùy thân của mình, phải xuất trình giấy tờ chứng minh tư cách đại diện hợp pháp của tổ chức đó. Lưu ý: Ngân hàng có biện pháp kiểm tra, đối chiếu, xác thực thông tin, dữ liệu định danh khách hàng và lưu trữ theo quy định của pháp luật.++ Trong thời hạn tối đa 30 ngày kể từ thời điểm báo Có cho khách hàng theo quy định tại (4), nếu bên thụ hưởng đã được ngân hàng thông báo nhưng không đến nhận tiền hoặc ngân hàng không liên hệ được với bên thụ hưởng, ngân hàng phải lập lệnh chuyển trả lại tiền cho ngân hàng phục vụ bên trả tiền.(4) Ngân hàng thực hiện báo Nợ, báo Có đầy đủ, kịp thời cho khách hàng theo phương thức, thời điểm báo Nợ, báo Có đã được thỏa thuận giữa ngân hàng và khách hàng phù hợp với quy định của pháp luật."
Việc thực hiện quy trình khi cung cấp dịch vụ chuyển tiền qua tài khoản có trùng lặp hay áp dụng tương tự như quy trình dịch vụ ủy nhiệm chi theo Thông tư 15/2024/TT‑NHNN hay không?,"Quy trình dịch vụ thanh toán ủy nhiệm chi với quy trình thực hiện dịch vụ chuyển tiền qua tài khoản thanh toán của khách hàng có thực hiện giống nhau không?Căn cứ tại khoản 1 Điều 12 Thông tư 15/2024/TT-NHNN quy định về dịch vụ chuyển tiền như sau:Điều 12. Dịch vụ chuyển tiền1. Quy trình thực hiện dịch vụ chuyển tiền qua tài khoản thanh toán của khách hàng được thực hiện như quy trình dịch vụ thanh toán ủy nhiệm chi.[...]Như vậy, quy trình dịch vụ thanh toán ủy nhiệm chi được thực hiện như quy trình thực hiện dịch vụ chuyển tiền qua tài khoản thanh toán của khách hàng."
Một người là thành viên HĐQT của quỹ tín dụng nhân dân có thể kiêm nhiệm chức danh Phó Giám đốc của cùng quỹ đó hay không?,"Thành viên hội đồng quản trị của Quỹ tín dụng nhân dân có được đồng thời là Phó Giám đốc Quỹ tín dụng nhân dân đó không? Căn cứ theo khoản 25 và khoản 38 Điều 4 Luật Các tổ chức tín dụng 2024 có quy định như sau:
Điều 4. Giải thích từ ngữ
Trong Luật này, các từ ngữ dưới đây được hiểu như sau:[...]25. Người điều hành tổ chức tín dụng bao gồm Tổng giám đốc (Giám đốc), Phó Tổng giám đốc (Phó giám đốc), Kế toán trưởng, Giám đốc chi nhánh và các chức danh tương đương theo quy định tại Điều lệ của tổ chức tín dụng.[...]38. Tổ chức tín dụng là tổ chức kinh tế có tư cách pháp nhân thực hiện một, một số hoặc tất cả hoạt động ngân hàng theo quy định của Luật này. Tổ chức tín dụng bao gồm ngân hàng, tổ chức tín dụng phi ngân hàng, tổ chức tài chính vi mô và quỹ tín dụng nhân dân.[...]
Mặt khác, theo Điều 43 Luật Các tổ chức tín dụng 2024 quy định về những trường hợp không cùng đảm nhiệm chức vụ như sau:
Điều 43. Những trường hợp không cùng đảm nhiệm chức vụ
1. Chủ tịch Hội đồng quản trị, Chủ tịch Hội đồng thành viên của tổ chức tín dụng không được đồng thời là người điều hành, thành viên Ban kiểm soát của tổ chức tín dụng đó và tổ chức tín dụng khác, người quản lý doanh nghiệp khác, trừ trường hợp Chủ tịch Hội đồng quản trị của quỹ tín dụng nhân dân đồng thời là thành viên Hội đồng quản trị hoặc thành viên Ban kiểm soát của ngân hàng hợp tác xã.
2. Thành viên Hội đồng quản trị không phải là thành viên độc lập; thành viên Hội đồng thành viên của tổ chức tín dụng không được đồng thời đảm nhiệm một trong các chức vụ sau đây:
a) Người điều hành tổ chức tín dụng đó, trừ trường hợp là Tổng giám đốc (Giám đốc) của tổ chức tín dụng đó;
b) Người quản lý, người điều hành tổ chức tín dụng khác, người quản lý doanh nghiệp khác, trừ trường hợp là người quản lý, người điều hành công ty con của tổ chức tín dụng đó hoặc của công ty mẹ của tổ chức tín dụng đó hoặc trường hợp thực hiện phương án chuyển giao bắt buộc đã được phê duyệt;
c) Kiểm soát viên, thành viên Ban kiểm soát của tổ chức tín dụng khác, doanh nghiệp khác.
3. Thành viên độc lập Hội đồng quản trị của tổ chức tín dụng không được đồng thời đảm nhiệm một trong các chức vụ sau đây:
a) Người điều hành tổ chức tín dụng đó;
b) Người quản lý, người điều hành tổ chức tín dụng khác; người quản lý trên 02 doanh nghiệp khác;
c) Kiểm soát viên, thành viên Ban kiểm soát của tổ chức tín dụng khác, doanh nghiệp khác.[...]
Thông qua các quy định trên, Phó Giám đốc Quỹ tín dụng nhân dân là một trong những người điều hành của tổ chức. Chính vì vậy, thành viên Hội đồng quản trị của Quỹ tín dụng nhân dân (bao gồm thành viên độc lập) không được đồng thời là Phó Giám đốc của Quỹ tín dụng nhân dân đó."
Mức tối đa mà một cá nhân hoặc tổ chức được phép góp vốn vào một quỹ tín dụng nhân dân là bao nhiêu phần trăm hoặc bao nhiêu theo quy định hiện hành?,"Tổng mức vốn góp của một thành viên quỹ tín dụng nhân dân tối đa là bao nhiêu? Căn cứ tại Điều 10 Thông tư 29/2024/TT-NHNN quy định về góp vốn của thành viên như sau:
Điều 10. Góp vốn của thành viên
1. Vốn góp của thành viên bao gồm vốn góp xác lập tư cách thành viên và vốn góp bổ sung:
a) Mức vốn góp xác lập tư cách thành viên tối thiểu là 300.000 đồng và được quy định tại Điều lệ;
b) Mức vốn góp bổ sung thực hiện theo quy định tại Điều lệ.
2. Tổng mức vốn góp tối đa của một thành viên quỹ tín dụng nhân dân không được vượt quá 10% vốn điều lệ của quỹ tín dụng nhân dân hoặc một tỷ lệ khác thấp hơn theo quy định tại Điều lệ.
3. Đại hội thành viên quyết định cụ thể mức vốn góp xác lập tư cách thành viên, mức vốn góp bổ sung, phương thức nộp, tổng mức vốn góp tối đa của một thành viên theo quy định tại khoản 1 và khoản 2 Điều này.[...]
Như vậy, tổng mức vốn góp của một thành viên quỹ tín dụng nhân dân tối đa là 10% vốn điều lệ của quỹ tín dụng nhân dân hoặc một tỷ lệ khác thấp hơn theo quy định tại Điều lệ."
Trong những hoàn cảnh nào thì một người (hoặc pháp nhân) mất tư cách thành viên của quỹ tín dụng nhân dân theo quy định hiện hành?,"Thành viên quỹ tín dụng nhân dân chấm dứt tư cách thành viên khi thuộc 01 trong các trường hợp sau (Căn cứ theo khoản 1 Điều 9 Thông tư 29/2024/TT-NHNN):
[1] Trường hợp đương nhiên mất tư cách:
- Thành viên là cá nhân bị chết, mất tích.
- Thành viên là pháp nhân chấm dứt tư cách pháp nhân.
- Thành viên không còn đáp ứng điều kiện để trở thành thành viên theo quy định tại Điều 8 Thông tư 29/2024/TT-NHNN, trừ trường hợp không đảm bảo đủ vốn góp theo quy định.
- Thành viên đã chuyển nhượng hết vốn góp cho người khác theo quy định của pháp luật và Điều lệ quỹ tín dụng nhân dân;
[2] Trường hợp tự nguyện: Thành viên tự nguyện và được Hội đồng quản trị chấp thuận cho ra khỏi thành viên quỹ tín dụng nhân dân;
[3] Trường hợp khai trừ: Thành viên bị Đại hội thành viên khai trừ ra khỏi quỹ tín dụng nhân dân do:
- Không đảm bảo đủ vốn góp theo quy định tại khoản 1 Điều 10 Thông tư 29/2024/TT-NHNN.
- Có hành vi giả mạo, gian lận hồ sơ thành viên.
- Các trường hợp khác theo quy định tại Điều lệ của quỹ tín dụng nhân dân."
Quyền hạn và nhiệm vụ của Mặt trận Tổ quốc Việt Nam theo quy định hiện hành bao gồm những nội dung gì?,"Căn cứ Điều 3 Luật Mặt trận tổ quốc Việt Nam 2015 quy định quyền và trách nhiệm của Mặt trận Tổ quốc Việt Nam
Điều 3. Quyền và trách nhiệm của Mặt trận Tổ quốc Việt Nam1. Tập hợp, xây dựng khối đại đoàn kết toàn dân tộc, thực hiện dân chủ, tăng cường đồng thuận xã hội.2. Tuyên truyền, vận động Nhân dân thực hiện quyền làm chủ, thực hiện đường lối, chủ trương của Đảng, chính sách, pháp luật của Nhà nước.3. Đại diện, bảo vệ quyền và lợi ích hợp pháp, chính đáng của Nhân dân.4. Tham gia xây dựng Đảng, Nhà nước.[...]Như vậy, quyền và trách nhiệm của Mặt trận Tổ quốc Việt Nam như sau:- Tập hợp, xây dựng khối đại đoàn kết toàn dân tộc, thực hiện dân chủ, tăng cường đồng thuận xã hội.- Tuyên truyền, vận động Nhân dân thực hiện quyền làm chủ, thực hiện đường lối, chủ trương của Đảng, chính sách, pháp luật của Nhà nước.- Đại diện, bảo vệ quyền và lợi ích hợp pháp, chính đáng của Nhân dân.- Tham gia xây dựng Đảng, Nhà nước.- Tập hợp, tổng hợp ý kiến, kiến nghị của cử tri và Nhân dân để phản ánh, kiến nghị với Đảng, Nhà nước.- Thực hiện hoạt động đối ngoại nhân dân."
"Theo văn bản quy phạm, cơ cấu tổ chức của Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam được bố trí những bộ phận, đơn vị nào và cơ quan lãnh đạo gồm những chức danh nào?","Căn cứ Điều 3 Quyết định 120-QĐ/TW năm 2023 quy định tổ chức bộ máy:
Điều 3. Tổ chức bộ máy1. Ban Thường trực Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam (Ban Thường trực) gồm Chủ tịch, các Phó Chủ tịch chuyên trách. Đồng chí Phó Chủ tịch - Tổng Thư ký Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam được phân công là Thủ trưởng cơ quan.2. Cơ cấu tổ chứca) Các ban, đơn vị chuyên môn- Ban Tổ chức - Cán bộ- Ban Dân chủ, Giám sát và Phản biện xã hội- Ban Tuyên giáo- Ban Phong trào- Ban Dân tộc- Ban Tôn giáo- Ban Đối ngoại và Kiều bào- Ban Công tác phía Nam- Văn phòng cơ quan- Văn phòng Đảng đoàn.b) Các đơn vị sự nghiệp- Trung tâm Bồi dưỡng cán bộ và Nghiên cứu khoa học Mặt trận- Bảo tàng Mặt trận Tổ quốc Việt Nam- Báo Đại đoàn kết- Tạp chí Mặt trận.c) Các tổ chức hỗ trợ cho hoạt động Tôn giáo: Văn phòng Ủy ban Đoàn kết Công giáo Việt Nam, Báo người Công giáo Việt Nam.[...]Theo quy định trên, Ban Thường trực Uỷ ban Trung ương Mặt trận Tổ quốc Việt Nam gồm Chủ tịch, các Phó Chủ tịch chuyên trách. Tổ chức bộ máy của Cơ quan Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam gồm những cơ quan sau:(1) Các ban, đơn vị chuyên môn gồm:- Ban Tổ chức - Cán bộ- Ban Dân chủ, giám sát và Phản biện xã hội- Ban Tuyên giáo- Ban Phong trào- Ban Dân tộc- Ban Tôn giáo- Ban Đối ngoại và Kiều bào- Ban Công tác phía Nam- Văn phòng cơ quan- Văn phòng Đảng đoàn(2) Các đơn vị sự nghiệp bao gồm:- Trung tâm Bồi dưỡng cán bộ và Nghiên cứu khoa học Mặt trận- Bảo tàng Mặt trận Tổ quốc Việt Nam- Bảo Đại đoàn kết- Tạp chí Mặt trận(3) Các tổ chức hỗ trợ cho hoạt động Tôn giáo bao gồm:- Văn phòng Ủy ban Đoàn kết Công giáo Việt Nam- Báo người Công giáo Việt Nam(4) Ban Thường trực thành lập các Hội đồng tư vấn, thực hiện chế độ chuyên gia, cán bộ biệt phái, cộng tác viên phục vụ cho hoạt động của Mặt trận Tổ quốc Việt Nam"
"Kể từ ngày 01/01/2025, nhà cung cấp dịch vụ ngân hàng trực tuyến phải thực hiện chế độ báo cáo nào với Ngân hàng Nhà nước và trong thời hạn bao lâu?","Căn cứ theo Điều 20 Thông tư 50/2024/TT-NHNN quy định về chế độ báo cáo của đơn vị cung cấp dịch vụ Online Banking như sau:

Điều 20. Chế độ báo cáo
Các đơn vị cung cấp dịch vụ Online Banking có trách nhiệm gửi báo cáo bằng văn bản về Ngân hàng Nhà nước Việt Nam (Cục Công nghệ thông tin) như sau:
1. Báo cáo cung cấp dịch vụ Online Banking:
a) Thời hạn gửi báo cáo: Tối thiểu 10 ngày làm việc trước khi cung cấp chính thức dịch vụ Online Banking;
b) Nội dung báo cáo:
(i) Địa chỉ trang tin điện tử hoặc kho ứng dụng cung cấp dịch vụ;
(ii) Ngày cung cấp chính thức;
(iii) Các giải pháp kiểm tra khách hàng truy cập dịch vụ Online Banking; các hình thức xác nhận giao dịch áp dụng cho từng loại giao dịch và hạn mức giao dịch (nếu có);
(iv) Các bản sao chứng nhận về bảo đảm an toàn bảo mật, phòng, chống gian lận, giả mạo quy định tại khoản 5, khoản 7 Điều 11 Thông tư này.
2. Báo cáo đột xuất theo yêu cầu của Ngân hàng Nhà nước.

Như vậy, từ 01/01/2025, các đơn vị cung cấp dịch vụ Online Banking có trách nhiệm gửi báo cáo bằng văn bản về Ngân hàng Nhà nước Việt Nam (Cục Công nghệ thông tin) như sau:
(1) Báo cáo cung cấp dịch vụ Online Banking:- Thời hạn gửi báo cáo: Tối thiểu 10 ngày làm việc trước khi cung cấp chính thức dịch vụ Online Banking;- Nội dung báo cáo:+ Địa chỉ trang tin điện tử hoặc kho ứng dụng cung cấp dịch vụ;+ Ngày cung cấp chính thức;+ Các giải pháp kiểm tra khách hàng truy cập dịch vụ Online Banking; các hình thức xác nhận giao dịch áp dụng cho từng loại giao dịch và hạn mức giao dịch (nếu có);+ Các bản sao chứng nhận về bảo đảm an toàn bảo mật, phòng, chống gian lận, giả mạo quy định tại khoản 5, khoản 7 Điều 11 Thông tư 50/2024/TT-NHNN.(2) Báo cáo đột xuất theo yêu cầu của Ngân hàng Nhà nước.

Lưu ý: Thông tư 50/2024/TT-NHNN có hiệu lực thi hành kể từ ngày 01/01/2025, trừ trường hợp quy định tại:- Điểm b khoản 1 Điều 4 Thông tư 50/2024/TT-NHNN, điểm d khoản 9 Điều 7 Thông tư 50/2024/TT-NHNN, khoản 3 và khoản 4 Điều 8 Thông tư 50/2024/TT-NHNN có hiệu lực thi hành kể từ ngày 01/07/2025.- Điểm b khoản 1 Điều 10 Thông tư 50/2024/TT-NHNN có hiệu lực thi hành kể từ ngày 01/01/2026.- Điểm c khoản 5, điểm c khoản 7 Điều 11 Thông tư 50/2024/TT-NHNN, điểm b (iv) khoản 1 Điều 20 Thông tư 50/2024/TT-NHNN có hiệu lực thi hành kể từ ngày 01/07/2026."
"Những cơ quan trực thuộc Ngân hàng Nhà nước được giao nhiệm vụ gì khi triển khai, giám sát và xử lý liên quan đến dịch vụ ngân hàng trực tuyến theo Thông tư 50/2024/TT‑NHNN?","Căn cứ theo Điều 21 Thông tư 50/2024/TT-NHNN quy định về quy định về các đơn vị thuộc Ngân hàng Nhà nước có trách nhiệm trong việc cung cấp dịch vụ trực tuyến như sau:

- Cục Công nghệ thông tin có trách nhiệm theo dõi, kiểm tra và phối hợp với các đơn vị liên quan để xử lý những vướng mắc phát sinh trong quá trình thực hiện Thông tư 50/2024/TT-NHNN.
- Cơ quan Thanh tra, giám sát ngân hàng có trách nhiệm thanh tra, giám sát việc thi hành Thông tư này và xử lý các trường hợp vi phạm theo quy định của pháp luật.
- Ngân hàng Nhà nước chi nhánh tỉnh, thành phố có trách nhiệm thanh tra, giám sát việc thực hiện Thông tư 50/2024/TT-NHNN tại các tổ chức cung ứng dịch vụ trung gian thanh toán trên địa bàn (trừ Công ty cổ phần Thanh toán Quốc gia Việt Nam) và xử lý các trường hợp vi phạm theo quy định của pháp luật.

Lưu ý: Thông tư 50/2024/TT-NHNN có hiệu lực thi hành kể từ ngày 01/01/2025, trừ trường hợp quy định tại:- Điểm b khoản 1 Điều 4 Thông tư 50/2024/TT-NHNN, điểm d khoản 9 Điều 7 Thông tư 50/2024/TT-NHNN, khoản 3 và khoản 4 Điều 8 Thông tư 50/2024/TT-NHNN có hiệu lực thi hành kể từ ngày 01/07/2025.- Điểm b khoản 1 Điều 10 Thông tư 50/2024/TT-NHNN có hiệu lực thi hành kể từ ngày 01/01/2026.- Điểm c khoản 5, điểm c khoản 7 Điều 11 Thông tư 50/2024/TT-NHNN, điểm b (iv) khoản 1 Điều 20 Thông tư 50/2024/TT-NHNN có hiệu lực thi hành kể từ ngày 01/07/2026."
Phần mềm Online Banking phải trang bị những tính năng bắt buộc nào theo quy định tại Thông tư 50/2024/TT‑NHNN?,"Căn cứ tại khoản 6 Điều 7 Thông tư 50/2024/TT-NHNN quy định về các chức năng bắt buộc của phần mềm ứng dụng Online Banking như sau:

(1) Toàn bộ dữ liệu khi truyền trên môi trường mạng hoặc dữ liệu trao đổi giữa phần mềm ứng dụng Online Banking với các trang thiết bị liên quan được áp dụng cơ chế mã hóa điểm đầu đến điểm cuối;

(2) Bảo đảm tính toàn vẹn của dữ liệu giao dịch, mọi sửa đổi trái phép phải được phát hiện, cảnh báo, ngăn chặn hoặc có biện pháp xử lý phù hợp để bảo đảm sự chính xác của dữ liệu giao dịch trong quá trình thực hiện giao dịch, lưu trữ dữ liệu;

(3) Kiểm soát phiên giao dịch: hệ thống có cơ chế tự động ngắt phiên giao dịch khi người sử dụng không thao tác trong một khoảng thời gian do đơn vị quy định hoặc áp dụng các biện pháp bảo vệ khác;

(4) Có chức năng che giấu đối với việc hiển thị các mã khóa bí mật, mã PIN dùng để đăng nhập vào hệ thống;

(5) Có chức năng chống đăng nhập tự động;

(6) Trong trường hợp tài khoản giao dịch điện tử quy định tại khoản 1 Điều 9 Thông tư 50/2024/TT-NHNN sử dụng mã PIN hoặc mã khóa bí mật làm hình thức xác nhận, phần mềm ứng dụng Online Banking phải có các chức năng kiểm soát mã PIN và mã khóa bí mật;
- Yêu cầu khách hàng thay đổi mã PIN hoặc mã khóa bí mật trong trường hợp khách hàng được cấp phát mã PIN hoặc mã khóa bí mật mặc định lần đầu;
- Thông báo cho khách hàng khi mã PIN hoặc mã khóa bí mật sắp hết hiệu lực sử dụng;
- Hủy hiệu lực của mã PIN hoặc mã khóa bí mật khi hết hạn sử dụng; yêu cầu khách hàng thay đổi mã PIN hoặc mã khóa bí mật đã hết hạn sử dụng khi khách hàng sử dụng mã PIN hoặc mã khóa bí mật để đăng nhập;
- Hủy hiệu lực của mã PIN hoặc mã khóa bí mật trong trường hợp bị nhập sai mã PIN hoặc mã khóa bí mật liên tiếp quá số lần do đơn vị quy định (nhưng không quá 10 lần) và thông báo cho khách hàng;
- Đơn vị chỉ cấp phát lại mã PIN hoặc mã khóa bí mật khi khách hàng yêu cầu và phải kiểm tra, nhận biết khách hàng trước khi thực hiện cấp phát lại, bảo đảm chống gian lận, giả mạo.

(7) Đối với khách hàng là tổ chức, phần mềm ứng dụng được thiết kế để bảo đảm việc thực hiện giao dịch thanh toán trực tuyến bao gồm tối thiểu hai bước: tạo lập và phê duyệt giao dịch.
Trong trường hợp khách hàng là hộ kinh doanh hoặc doanh nghiệp siêu nhỏ áp dụng chế độ kế toán đơn giản, việc thực hiện giao dịch không bắt buộc tách biệt hai bước tạo lập và phê duyệt giao dịch;

(8) Có chức năng thông báo việc đăng nhập lần đầu phần mềm ứng dụng Online Banking hoặc việc đăng nhập phần mềm ứng dụng Online Banking trên thiết bị khác với thiết bị thực hiện đăng nhập phần mềm ứng dụng Online Banking lần gần nhất qua SMS hoặc các kênh khác do khách hàng đăng ký (điện thoại, thư điện tử...), ngoại trừ trường hợp khách hàng tổ chức:- Đăng nhập trên các thiết bị đã đăng ký sử dụng dịch vụ;- Đăng nhập sử dụng tối thiểu một trong các hình thức xác nhận quy định tại khoản 3, khoản 4, khoản 5, khoản 7, khoản 8, khoản 9 Điều 11 Thông tư 50/2024/TT-NHNN.

Lưu ý: Thông tư 50/2024/TT-NHNN có hiệu lực thi hành kể từ ngày 01/01/2025, trừ trường hợp quy định tại:- Điểm b khoản 1 Điều 4 Thông tư 50/2024/TT-NHNN, điểm d khoản 9 Điều 7 Thông tư 50/2024/TT-NHNN, khoản 3 và khoản 4 Điều 8 Thông tư 50/2024/TT-NHNN có hiệu lực thi hành kể từ ngày 01/07/2025.- Điểm b khoản 1 Điều 10 Thông tư 50/2024/TT-NHNN có hiệu lực thi hành kể từ ngày 01/01/2026.- Điểm c khoản 5, điểm c khoản 7 Điều 11 Thông tư 50/2024/TT-NHNN, điểm b (iv) khoản 1 Điều 20 Thông tư 50/2024/TT-NHNN có hiệu lực thi hành kể từ ngày 01/07/2026."
